req2_content,req1_content,cos,pos_overlap_ratio,opposite_overlap_count,jaccard,euclidean,levenshtein,jensen_shannon,ngram,bm25,decision
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.","It should support the recruitment process, from posting job vacancies to candidate selection.",0.065,0,0,0.029,1.367,122,0.942,0,2.804,No
It must allow users to create custom reports and dashboards for specific analysis needs.,"It should support the recruitment process, from posting job vacancies to candidate selection.",0.081,0,0,0.08,1.356,70,0.852,0,3.841,No
The system should support data visualization tools to aid in decision-making.,"It should support the recruitment process, from posting job vacancies to candidate selection.",0.193,0.333,0,0.143,1.271,67,0.75,0,4.998,No
It must offer real-time analytics and historical data for trend analysis.,"It should support the recruitment process, from posting job vacancies to candidate selection.",0.042,0,0,0.043,1.384,66,0.917,0,1.666,No
The system should ensure compliance with labor laws and regulations.,"HR functions should include payroll management, leave tracking, and performance evaluations.",0.107,0,0,0.105,1.337,55,0.809,0,3.029,No
Emplyoee management system also needs to be implemented.,"HR functions should include payroll management, leave tracking, and performance evaluations.",0.057,0.143,0,0,1.373,68,1,0,0,No
Recruitment exam should also be managable.,"HR functions should include payroll management, leave tracking, and performance evaluations.",0.067,0,0,0.062,1.366,72,0.879,0,1.217,No
Performance evaluation of each staff should be automated.,"HR functions should include payroll management, leave tracking, and performance evaluations.",0.121,0,0,0.056,1.326,71,0.894,0,1.355,No
"Staff payment should be managed, and histories should be kept.","HR functions should include payroll management, leave tracking, and performance evaluations.",0.141,0,0,0.118,1.31,64,0.774,0,3.029,No
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.","HR functions should include payroll management, leave tracking, and performance evaluations.",0.155,0.2,0,0.065,1.3,119,0.875,0,5.933,No
It must allow users to create custom reports and dashboards for specific analysis needs.,"HR functions should include payroll management, leave tracking, and performance evaluations.",0.042,0,0,0.042,1.384,75,0.92,0,1.895,No
The system should support data visualization tools to aid in decision-making.,"HR functions should include payroll management, leave tracking, and performance evaluations.",0.046,0,0,0.048,1.381,67,0.909,0,1.602,No
It must offer real-time analytics and historical data for trend analysis.,"HR functions should include payroll management, leave tracking, and performance evaluations.",0.046,0,0,0.048,1.381,67,0.909,0,1.602,No
Emplyoee management system also needs to be implemented.,The system should ensure compliance with labor laws and regulations.,0.06,0.2,0,0.059,1.371,54,0.889,0,1.299,No
Recruitment exam should also be managable.,The system should ensure compliance with labor laws and regulations.,0.07,0,0,0.067,1.364,52,0.873,0,1.152,No
Performance evaluation of each staff should be automated.,The system should ensure compliance with labor laws and regulations.,0.06,0,0,0.059,1.371,55,0.889,0,1.299,No
"Staff payment should be managed, and histories should be kept.",The system should ensure compliance with labor laws and regulations.,0.149,0,0,0.125,1.305,50,0.762,0,2.937,No
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.",The system should ensure compliance with labor laws and regulations.,0.164,0.1,0,0.143,1.293,121,0.739,0,12.331,No
It must allow users to create custom reports and dashboards for specific analysis needs.,The system should ensure compliance with labor laws and regulations.,0.045,0,0,0.043,1.382,65,0.916,0,1.879,No
The system should support data visualization tools to aid in decision-making.,The system should ensure compliance with labor laws and regulations.,0.16,0.2,0,0.167,1.296,45,0.714,0.062,4.686,No
It must offer real-time analytics and historical data for trend analysis.,The system should ensure compliance with labor laws and regulations.,0.048,0,0,0.05,1.38,56,0.905,0,1.562,No
Recruitment exam should also be managable.,Emplyoee management system also needs to be implemented.,0.171,0.333,0,0.167,1.288,39,0.713,0,1.967,No
Performance evaluation of each staff should be automated.,Emplyoee management system also needs to be implemented.,0.067,0.333,0,0.067,1.366,44,0.875,0,1.147,No
"Staff payment should be managed, and histories should be kept.",Emplyoee management system also needs to be implemented.,0.107,0.25,0,0.067,1.337,47,0.844,0,1.338,No
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.",Emplyoee management system also needs to be implemented.,0.041,0.1,0,0.034,1.385,134,0.929,0,3.45,No
It must allow users to create custom reports and dashboards for specific analysis needs.,Emplyoee management system also needs to be implemented.,0.106,0,0,0.048,1.337,62,0.907,0,1.819,No
The system should support data visualization tools to aid in decision-making.,Emplyoee management system also needs to be implemented.,0.115,0.2,0,0.118,1.33,58,0.788,0,2.889,No
It must offer real-time analytics and historical data for trend analysis.,Emplyoee management system also needs to be implemented.,0,0,0,0,1.414,56,1,0,0,No
Performance evaluation of each staff should be automated.,Recruitment exam should also be managable.,0.171,0.5,0,0.167,1.288,40,0.713,0,1.732,No
"Staff payment should be managed, and histories should be kept.",Recruitment exam should also be managable.,0.285,0.25,0,0.167,1.196,46,0.636,0,2.126,No
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.",Recruitment exam should also be managable.,0.048,0,0,0.037,1.38,143,0.92,0,4.377,No
It must allow users to create custom reports and dashboards for specific analysis needs.,Recruitment exam should also be managable.,0,0,0,0,1.414,67,1,0,0,No
The system should support data visualization tools to aid in decision-making.,Recruitment exam should also be managable.,0.064,0,0,0.062,1.369,60,0.879,0,1.178,No
It must offer real-time analytics and historical data for trend analysis.,Recruitment exam should also be managable.,0,0,0,0,1.414,52,1,0,0,No
"Staff payment should be managed, and histories should be kept.",Performance evaluation of each staff should be automated.,0.321,0.25,0,0.143,1.166,44,0.688,0,2.675,Yes
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.",Performance evaluation of each staff should be automated.,0.135,0,0,0.071,1.316,135,0.857,0,6.901,No
It must allow users to create custom reports and dashboards for specific analysis needs.,Performance evaluation of each staff should be automated.,0,0,0,0,1.414,66,1,0,0,No
The system should support data visualization tools to aid in decision-making.,Performance evaluation of each staff should be automated.,0.054,0,0,0.056,1.375,60,0.894,0,1.445,No
It must offer real-time analytics and historical data for trend analysis.,Performance evaluation of each staff should be automated.,0,0,0,0,1.414,55,1,0,0,No
